objectId,inSize,totalTime,loadSchema,initGenerator,generation,genSuccess,valid
mod304,2121,253,59,193,1,true,false
eqmulok1,390,339,109,185,27,true,false
eqmulok2,598,124,32,87,4,true,false
eqnmn1,970,88,33,50,4,true,false
iiok4,1087,84,28,53,3,true,true
mini4.2,1184,71,26,42,3,true,false
imax4.2,1184,80,29,41,9,true,false
mini4.1,1185,67,25,39,3,true,false
imax4.1,1185,75,30,43,2,true,true
iemax4.1,1194,92,49,41,1,true,true
emini4.2,1194,102,57,42,3,true,false
iemax4.2,1194,93,24,61,8,true,false
emini4.1,1194,92,29,60,3,true,false
mm4.2,1203,98,47,47,3,true,false
mm4.1,1205,71,24,45,2,true,false
emm4.2,1212,73,27,43,3,true,false
mem4.2,1212,75,25,46,3,true,false
emm4.1,1214,70,26,41,2,true,false
mem4.1,1214,73,30,41,2,true,false
emem4.2,1221,71,27,41,3,true,false
emem4.1,1223,98,40,57,1,true,false
eqnmn4,1239,84,38,44,2,true,false
